GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1972,1972,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,22.4,22.36341,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,19.4,19.36101,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,16.8,16.75802,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,21.8,21.84121,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,18.8,18.84672,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,16.3,16.30149,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,21.3,21.27063,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,18.3,18.30221,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,15.8,15.83303,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,20.7,20.65354,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,17.7,17.72724,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,15.4,15.35271,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,20,19.98837,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,17.1,17.14133,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,14.8,14.8374,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,19.3,19.33401,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,16.6,16.57744,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,14.4,14.36377,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,18.7,18.68373,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,16.1,16.06018,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,13.9,13.94744,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,18.1,18.07402,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,15.6,15.59689,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,13.6,13.57919,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,17.5,17.51982,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,15.2,15.19325,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,13.3,13.25834,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,17,17.03745,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,14.8,14.83287,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,13,12.95547,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,16.6,16.61959,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,14.5,14.49254,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,12.7,12.66619,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,16.2,16.23326,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,14.2,14.15013,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,12.4,12.37118,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,15.9,15.85056,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,13.8,13.78501,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,12.1,12.07227,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,15.4,15.41901,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,13.4,13.37643,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,11.7,11.71778,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,15,14.96156,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,12.9,12.90959,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,11.3,11.30853,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,14.4,14.43709,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,12.4,12.37119,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,10.8,10.84534,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,13.8,13.82274,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,11.8,11.77205,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,10.3,10.3194,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,13.2,13.15657,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,11.2,11.15452,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,9.8,9.80029,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,12.4,12.44888,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,10.6,10.56245,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,9.3,9.28575,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1991,1991,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,11.8,11.77763,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,10,10.01325,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,8.8,8.83763,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1992,1992,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,11.1,11.13084,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,9.5,9.52515,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,8.4,8.42396,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1993,1993,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,10.6,10.57235,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,9.1,9.10515,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,8.1,8.0661,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1994,1994,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,10.1,10.09269,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,8.7,8.73695,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,7.8,7.77256,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1995,1995,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,9.7,9.6558,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,8.4,8.4046,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,7.5,7.47137,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1996,1996,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,9.3,9.29155,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,8.1,8.10454,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,7.2,7.19571,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1997,1997,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,9,8.96594,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,7.8,7.83612,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,7,6.98582,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1998,1998,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,8.6,8.6419,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,7.6,7.59897,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,6.8,6.77223,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,1999,1999,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,8.4,8.3852,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,7.4,7.38904,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,6.6,6.58687,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2000,2000,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,8.2,8.15211,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2001,2001,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,7.2,7.19981,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2001,2001,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,6.4,6.41774,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2001,2001,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,7.9,7.94014,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2002,2002,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,7,7.02594,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2002,2002,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,6.3,6.26665,null,null,null,null,null
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,null,2002,2002,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,7.7,7.74664,null,null,null,null,null
